,link,text,date,No_of_Likes,No_of_tweets
410,https://twitter.com/nytimes/status/1818539510457593872#m,"Ismail Haniyeh, a top Hamas leader who led the militant group’s political office from Qatar, was killed while visiting Iran on Wednesday. He was 62. https://nyti.ms/3WMxeGV","Jul 31, 2024 · 6:49 AM UTC",167,60
411,https://twitter.com/nytimes/status/1818529537426088126#m,"Six novels by U.S. authors, including Percival Everett, Rachel Kushner and Richard Powers, are among the 13 titles nominated for this year’s Booker Prize, the prestigious British literary award. https://nyti.ms/4frQvEB","Jul 31, 2024 · 6:10 AM UTC",79,24
412,https://twitter.com/nytimes/status/1818514438577607028#m,"Ismail Haniyeh was one of the most senior leaders of Hamas for the past two decades, in recent years running the militant group’s political operations from exile in Qatar.   Here is what we know. https://nyti.ms/3ysh4sE","Jul 31, 2024 · 5:10 AM UTC",130,55
413,https://twitter.com/kenvogel/status/1818497430972760387#m,"NEW: @JDVance's allies are aiming to raise $45M for a super PAC called Turnout for America to mobilize swing-state voters for Trump-Vance, per a memo circulated to donors.  It's been pitched to the Rockbridge Network of donors.  with @teddyschleifer: https://www.nytimes.com/2024/07/30/us/politics/trump-super-pac-voter-turnout.html","Jul 31, 2024 · 4:02 AM UTC",75,34
414,https://twitter.com/nytimes/status/1818501620558155786#m,Breaking News: Japan’s central bank raised interest rates for only the second time since 2007 in a move that could bolster the country’s ailing currency. https://nyti.ms/3YrWVhc,"Jul 31, 2024 · 4:19 AM UTC",99,14
415,https://twitter.com/Kellen_Browning/status/1818493731756200358#m,"Breaking: Kari Lake wins the Arizona Republican primary for U.S. Senate, advancing to a November showdown against Ruben Gallego for Kyrsten Sinema's Senate seat. https://www.nytimes.com/2024/07/30/us/politics/kari-lake-ruben-gallego.html","Jul 31, 2024 · 3:47 AM UTC",94,34
416,https://twitter.com/nytimes/status/1818494900947530216#m,"Breaking News: The Republican firebrand Kari Lake won the Senate primary in Arizona and will face Ruben Gallego, the Democrat, in November. https://nyti.ms/3Yq42qo","Jul 31, 2024 · 3:52 AM UTC",92,62
417,https://twitter.com/nytimes/status/1818492142118957165#m,"Boar’s Head recalled seven million additional pounds of deli meat on Tuesday, expanding a recall of more than 200,000 pounds after its product was linked on Monday to a listeria outbreak that has left two people dead and sickened nearly three dozen. https://nyti.ms/3A5CcFF","Jul 31, 2024 · 3:41 AM UTC",62,19
418,https://twitter.com/nytimes/status/1818489332900024331#m,An Atlanta man pleaded guilty on Tuesday to making death threats against Rep. Marjorie Taylor Greene of Georgia. https://nyti.ms/4dkWJ7x,"Jul 31, 2024 · 3:30 AM UTC",90,29
419,https://twitter.com/hknightsf/status/1818429128275902611#m,"Why has little San Francisco produced so many big name politicians? Chalk it up to wealth, diversity, national attention and nasty politics.   “We eat our young,” said Sup. Myrna Melgar. “Those of us who survive it learn some real skills.”  My latest:   https://www.nytimes.com/2024/07/30/us/politics/harris-trump-san-francisco-voting-election.html","Jul 30, 2024 · 11:31 PM UTC",112,10
420,https://twitter.com/nytimes/status/1818485750821687588#m,"Breaking News: Ismail Haniyeh, one of Hamas’s most senior leaders, was targeted and killed in Iran, according to Iranian military officials. https://nyti.ms/4d3e318","Jul 31, 2024 · 3:16 AM UTC",771,92
421,https://twitter.com/nytimes/status/1818481765016576412#m,The global antidoping regulator is investigating why athletes in China and other countries who test positive for banned drugs are escaping discipline through claims that they have unwittingly ingested the performance-enhancing substances through food. https://nyti.ms/3Sx3ACN,"Jul 31, 2024 · 3:00 AM UTC",110,13
422,https://twitter.com/nytimes/status/1818481760302195113#m,Vice President Kamala Harris challenged Donald Trump to commit to a presidential debate on Tuesday night during a rally in Atlanta that was the campaign’s largest crowd to date. https://nyti.ms/4c43hX3,"Jul 31, 2024 · 3:00 AM UTC",706,96
423,https://twitter.com/nytimes/status/1818479226082783291#m,The “CBS Evening News” anchor Norah O’Donnell announced on Tuesday that she would step down from the anchor role after this fall’s presidential election. https://nyti.ms/3LOe64M,"Jul 31, 2024 · 2:50 AM UTC",96,24
424,https://twitter.com/nytimes/status/1818476699375358313#m,Strands is a word search with a unique twist. Can you uncover the theme? Play here: https://nyti.ms/4doLDhP,"Jul 31, 2024 · 2:40 AM UTC",34,14
425,https://twitter.com/julieturkewitz/status/1818259518851264661#m,"What happened to Venezuela's democracy?  How did a resource-rich nation, home to the world’s largest known oil reserves, once governed by a flawed but functioning democracy, fall so far in just a generation?  Some context for this week's news.  https://www.nytimes.com/2024/07/30/world/americas/venezuela-election-maduro-chavez.html?unlocked_article_code=1._E0.9FbC.N-QlcGoaLIlS&smid=nytcore-ios-share&referringSource=articleShare&sgrp=c-cb","Jul 30, 2024 · 12:17 PM UTC",161,48
426,https://twitter.com/nytimes/status/1818471659914887352#m,"Nathan and Kim Maker, a pair of scuba divers from Oklahoma, spent nearly two days floating lost before being dramatically rescued from the Gulf of Mexico. They knew what their first stop after the ordeal would be. https://nyti.ms/3WpAvuo","Jul 31, 2024 · 2:20 AM UTC",102,20
427,https://twitter.com/nytimes/status/1818467891517247622#m,"From @TheAthletic: The American tennis player Emma Navarro had a tense exchange at the net after her Olympic loss to China’s Qinwen Zheng. “I just told her I didn’t respect her as a competitor,” Navarro said after the match. https://nyti.ms/3WtRnjl","Jul 31, 2024 · 2:05 AM UTC",78,46
428,https://twitter.com/nytimes/status/1818466674384760965#m,"Could Pete Buttigieg, the transportation secretary, be Kamala Harris’s vice-presidential pick? His donors hope so. https://nyti.ms/46uEjij","Jul 31, 2024 · 2:00 AM UTC",191,62
429,https://twitter.com/karenzraick/status/1818378058497134884#m,NEW: Shujun Wang is on trial this week in Brooklyn federal court on charges of spying for the Chinese govt. He says he was a pro-democracy activist and furiously disputes the charges.  https://www.nytimes.com/2024/07/30/nyregion/shujun-wang-china-spying.html?unlocked_article_code=1._E0.FGnA.PkheQB2ddqPL&smid=em-share,"Jul 30, 2024 · 8:08 PM UTC",40,11
430,https://twitter.com/nytimes/status/1818461605631348963#m,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than three mistakes. Play now. https://nyti.ms/4d33V8E,"Jul 31, 2024 · 1:40 AM UTC",39,10
431,https://twitter.com/kimseverson/status/1818311881683001586#m,Did you hear about those scuba divers who spent two days floating in the ocean? I found out what they thought about while they prayed for rescue and what they wanted to eat as soon as they got out of the hospital. https://www.nytimes.com/2024/07/30/dining/kenny-ziggys-deli-lost-at-sea.html?smid=tw-share,"Jul 30, 2024 · 3:45 PM UTC",109,7
432,https://twitter.com/nytimes/status/1818454043703873804#m,"Everywhere they go, the world’s best table tennis players meet strangers who believe they can hold their own against them. ""You’ll meet someone, and their first reaction is, 'I bet I can beat you, let’s play,'"" said Lily Zhang of the U.S. table tennis team.https://nyti.ms/3yorEkv","Jul 31, 2024 · 1:10 AM UTC",175,26
433,https://twitter.com/nytimes/status/1818451586949009629#m,Vice President Kamala Harris challenged Donald Trump to commit to a presidential debate on Tuesday night during a rally in Atlanta that was the campaign’s largest crowd to date. https://nyti.ms/3A5tDL6,"Jul 31, 2024 · 1:00 AM UTC",291,73
434,https://twitter.com/teddyschleifer/status/1818409715988091259#m,"NEW:  Donors for Pete!  The Buttigieg bundling gang is getting back together to work on getting Pete into the White House.  Just this time, it's as the number two.  https://www.nytimes.com/2024/07/30/us/politics/pete-buttigieg-kamala-harris-running-mate.html","Jul 30, 2024 · 10:13 PM UTC",228,33
435,https://twitter.com/nytimes/status/1818446499224686738#m,"In @nytopinion  ""As a stepmother of a wonderful young woman, I take great offense at JD Vance’s reference to Kamala Harris as childless, suggesting that only biological parents can have a stake in the future,” Elena Moser writes in a letter to The Times. https://nyti.ms/4fEcB7h","Jul 31, 2024 · 12:40 AM UTC",235,47
436,https://twitter.com/Kellen_Browning/status/1818434210606313585#m,"On Arizona primary day, candidates made last-minute pitches, while Kari Lake and Ruben Gallego sparred over the terms of a future debate.  Two hours til polls close and here’s what we’re watching. https://www.nytimes.com/2024/07/30/us/politics/arizona-primary-races.html","Jul 30, 2024 · 11:51 PM UTC",46,6
437,https://twitter.com/nytimes/status/1818438946575024513#m,"How Team USA won the Olympic women’s gymnastics gold: See frame-by-frame analyses of the skills that allowed Simone Biles, Sunisa Lee, Jade Carey and Jordan Chiles to claim the top of the podium in Paris. https://nyti.ms/3LNyIue","Jul 31, 2024 · 12:10 AM UTC",126,9
438,https://twitter.com/nytimes/status/1818436487236481086#m,"A dressage rider explains how she and her horse, Jagerbomb, made it to the Olympics. https://nyti.ms/3ynQjWr","Jul 31, 2024 · 12:00 AM UTC",64,8
439,https://twitter.com/FlitterOnFraud/status/1818401832105877843#m,"NEW: Ralph Nader, constitutional scholar Lou Fisher & the lawyer Bruce Fein (who worked in Reagan's DOJ), wrote to Sullivan & Cromwell today condemning its policy of checking for job applicants' participation in campus protests over Israel's war in Gaza https://www.nytimes.com/2024/07/30/business/sullivan-cromwell-israel-protests.html","Jul 30, 2024 · 9:42 PM UTC",102,21
440,https://twitter.com/nytimes/status/1818431396840394811#m,"Maya Merhige, a 17-year-old high school senior, swam for 11 hours and 39 minutes from England to France, completing the Triple Crown of Open Water Swimming.   She is the third youngest person to complete the Triple Crown.  https://nyti.ms/4c94nkv","Jul 30, 2024 · 11:40 PM UTC",312,18
441,https://twitter.com/noamscheiber/status/1818373199056220555#m,"NEWS: The Amazon Labor Union is under new management. Connor Spence, a co-founder of the union turned dissident, has won the union's presidential election, succeeding Chris Smalls. https://www.nytimes.com/2024/07/30/business/economy/amazon-labor-union-election.html","Jul 30, 2024 · 7:48 PM UTC",69,7
442,https://twitter.com/nytimes/status/1818423851283329350#m,"Ultraprocessed foods are a major part of the U.S. food supply. Understanding why they can be so easy to overeat might be key to making the worst ones less harmful, some researchers say. https://nyti.ms/3SyxcQf","Jul 30, 2024 · 11:10 PM UTC",106,15
443,https://twitter.com/nytimes/status/1818421370570616929#m,"The eight Palestinian athletes at the Olympics represent not only a homeland but a cause. But for those in Gaza, a scarcity of electricity has made it nearly impossible to keep up with the outside world. https://nyti.ms/3yvqtjb","Jul 30, 2024 · 11:00 PM UTC",144,37
444,https://twitter.com/FrancesRobles/status/1818345298240184329#m,At least 11 people died in protests in Venezuela yesterday. https://www.nytimes.com/2024/07/30/world/americas/venezuela-rallies-election-results.html,"Jul 30, 2024 · 5:57 PM UTC",116,17
445,https://twitter.com/nytimes/status/1818413815781810429#m,"Most of the world’s oldest leaders — in their 80s and even one in his 90s — are in Africa, which has the youngest population of any continent. And many of those young people want their leaders to follow President Biden’s lead and head toward the exit. https://nyti.ms/3ykutTA","Jul 30, 2024 · 10:30 PM UTC",156,26
446,https://twitter.com/nytimes/status/1818407494890242381#m,"Anita Dunn, President Biden’s senior adviser, is leaving her White House post next week to consult for a super PAC supporting Vice President Kamala Harris’s campaign. It’s the first major personnel move since the president dropped his bid for re-election. https://nyti.ms/3yw5UDc","Jul 30, 2024 · 10:05 PM UTC",378,34
447,https://twitter.com/nytimes/status/1818406265581715760#m,"Cuando Donald Trump intenta ganarse a un público que no es inherentemente el suyo, los resultados pueden ser algo incómodos. https://nyti.ms/4fraR0J","Jul 30, 2024 · 10:00 PM UTC",28,17
448,https://twitter.com/nytimes/status/1818403721178501297#m,"The Senate passed a bill to impose stricter privacy rules and safeguards for children on social media. Despite bipartisan support, the legislation faces tech lobby opposition and deep skepticism among free speech advocates. https://nyti.ms/3Yr4J2D","Jul 30, 2024 · 9:50 PM UTC",67,15
449,https://twitter.com/nytimes/status/1818401192679981346#m,"Israel carried out a strike in Beirut on Tuesday, saying it targeted a Hezbollah commander whom it blamed for an assault that killed 12 people in the Israeli-controlled Golan Heights. It's Israel's second strike on Beirut since the Hamas attacks last fall. https://nyti.ms/4cZZQCf","Jul 30, 2024 · 9:40 PM UTC",95,48
450,https://twitter.com/nytimes/status/1818398716241338654#m,"At the first New York City Tattoo Arts Convention, held in Manhattan over the weekend, attendees gathered to sit for tattoos, show off their work, and peek at other artists' techniques. See more photos and videos from the convention here. https://nyti.ms/46p5nzH","Jul 30, 2024 · 9:30 PM UTC",42,7
451,https://twitter.com/nytimes/status/1818394913987273127#m,"The family of Casey Goodson Jr., who was fatally shot in 2020 by a sheriff’s deputy who was searching for a fugitive but encountered Goodson instead, will receive a $7 million settlement, resolving the family's lawsuit against the county, officials said. https://nyti.ms/4dfvL1i","Jul 30, 2024 · 9:15 PM UTC",125,22
452,https://twitter.com/nytimes/status/1818391661400961170#m,Britain won gold again in the men’s 4x200-meter freestyle relay. The U.S. held off Australia for silver. See more Olympics results here: https://nyti.ms/4d43jiT,"Jul 30, 2024 · 9:02 PM UTC",183,15
453,https://twitter.com/nytimes/status/1818388289461616863#m,🇮🇪 Ireland’s Daniel Wiffen took gold in the men’s 800-meter freestyle. 🇺🇸 The U.S.’s Bobby Finke won silver. See more Olympics results here: https://nyti.ms/3Ys739K,"Jul 30, 2024 · 8:48 PM UTC",675,22
454,https://twitter.com/nytimes/status/1818387933537153424#m,"Breaking News: The leader of Project 2025, the right-wing blueprint to reshape the federal government, is departing amid criticism from Donald Trump. Vice President Kamala Harris has used the project to attack the former president. https://nyti.ms/3SudZzi","Jul 30, 2024 · 8:47 PM UTC",104,47
455,https://twitter.com/nytimes/status/1818386091147198656#m,"El triatlón individual masculino ha sido aplazado por la mala calidad del agua en el Sena, el río que atraviesa París. Las fuertes lluvias durante la ceremonia inaugural el viernes por la noche y el sábado provocaron un repunte de bacterias peligrosas.  https://nyti.ms/3YmydP1","Jul 30, 2024 · 8:40 PM UTC",31,8
456,https://twitter.com/nytimes/status/1818383625701732412#m,Strands is a word search with a unique twist. Can you uncover the theme? Play here: https://nyti.ms/46tehfx,"Jul 30, 2024 · 8:30 PM UTC",23,13
457,https://twitter.com/nytimes/status/1818381575039402465#m,Simone Biles finished her dangerously difficult floor routine at Tuesday’s final and the crowd roared in appreciation of the most decorated U.S. Olympic gymnast in history.  https://nyti.ms/3A7OKfN,"Jul 30, 2024 · 8:22 PM UTC",580,17
458,https://twitter.com/nytimes/status/1818376130610557255#m,"A dangerous midsummer heat wave is expected to overtake much of the U.S. this week, with a swampy heat index reaching over 100 degrees in the East and drier, blistering triple-digit high temperatures in the West. https://nyti.ms/3A4VXgG","Jul 30, 2024 · 8:00 PM UTC",56,18
459,https://twitter.com/nytimes/status/1818375914389950475#m,From @TheAthletic: The United States has advanced to the knockout rounds of Olympic men’s soccer for the first time since 2000 — a year when 15 of the 18 players on the current roster weren’t yet alive. https://nyti.ms/3y7Kz36,"Jul 30, 2024 · 7:59 PM UTC",96,7
460,https://twitter.com/nytimes/status/1818372610486325742#m,"The U.S. women’s gymnastics team — Simone Biles, Jade Carey, Jordan Chiles, Sunisa Lee and Hezly Rivera — is back on the top of the Olympic podium. Italy won silver and Brazil won the bronze. https://nyti.ms/3SSvkCj","Jul 30, 2024 · 7:46 PM UTC",651,16
461,https://twitter.com/nytimes/status/1818370990352515581#m,"In @nytopinion   Brian Wharton helped put a man on death row 20 years ago. Now, he believes that man shouldn't die. ""We as human beings are incapable of producing the kind of fairness and justice required to take someone's life,"" he told Opinion Video. https://nyti.ms/3YkHgA9","Jul 30, 2024 · 7:40 PM UTC",48,18
462,https://twitter.com/nytimes/status/1818369516176327000#m,"🇦🇺 A new Olympic record for Australia’s Kaylee McKeown, who blitzed her way to another 100m backstroke gold in 57.33 seconds. See more Olympics results here: https://nyti.ms/3A5cf9i","Jul 30, 2024 · 7:34 PM UTC",155,13
463,https://twitter.com/nytimes/status/1818368516686225513#m,Connections is a daily game about finding common threads between words. Players must select four groups of four words without making more than three mistakes. Play now. https://nyti.ms/4c8Kjib,"Jul 30, 2024 · 7:30 PM UTC",43,11
464,https://twitter.com/nytimes/status/1818367499743699031#m,"From @TheAthletic: There will be no Olympic title defense for Bobby Finke in the men's 800m freestyle, as he has to settle for silver behind Ireland's Daniel Wiffen. Italy's Gregorio Paltrinieri took the bronze medal. https://nyti.ms/3Yrkzu6","Jul 30, 2024 · 7:26 PM UTC",79,6
465,https://twitter.com/nytimes/status/1818365982571655619#m,"Donald Trump on Monday repeated his argument that if he’s elected, “the country will be fixed” and Christians “won’t have to vote anymore.” Democrats have highlighted his remarks as evidence he would end elections. Get live election updates here: https://nyti.ms/4drFkKB","Jul 30, 2024 · 7:20 PM UTC",220,97
466,https://twitter.com/nytimes/status/1818364717250781672#m,"Un movimiento iniciado por Hugo Chávez que prometía darle el poder al pueblo se convirtió en un régimen autoritario que, según la oposición, acaba de robar unas elecciones. ¿Cómo es que Venezuela ha llegado a este momento? https://nyti.ms/3Ystr2y","Jul 30, 2024 · 7:15 PM UTC",108,24
467,https://twitter.com/nytimes/status/1818364425285378054#m,From @TheAthletic: A new Olympic record for Australia's Kaylee McKeown who has just blitzed her way to another 100m backstroke gold in 57.33 seconds. Regan Smith and Katharine Berkoff got the silver and bronze medals for USA. https://nyti.ms/4d0usDn,"Jul 30, 2024 · 7:13 PM UTC",143,11
468,https://twitter.com/nytimes/status/1818361046404391121#m,"Vice President Kamala Harris is planning to travel to six battleground states with her yet-to-be-named running mate next week, according to two people briefed on the campaign trail plans. https://nyti.ms/4fB7B3c","Jul 30, 2024 · 7:00 PM UTC",143,26
469,https://twitter.com/nytimes/status/1818358429154476126#m,"At least 108 people were killed and dozens more injured in the southern Indian state of Kerala after days of heavy rainfall set off multiple landslides, in what government officials called one of its worst natural disasters. https://nyti.ms/4fi2W5U","Jul 30, 2024 · 6:50 PM UTC",73,13
470,https://twitter.com/nytimes/status/1818355902270861824#m,"Ronald Rowe Jr., acting director of the Secret Service, pointed to problems with communications between the agency and local law enforcement as the root cause of the failure to protect Donald Trump during the shooting on July 13. https://nyti.ms/3AcTeBE","Jul 30, 2024 · 6:40 PM UTC",84,35
471,https://twitter.com/nytimes/status/1818355180825452644#m,"Breaking News: Led by Simone Biles and Sunisa Lee, the U.S. reclaimed the women’s gymnastics throne with a dominant performance. https://nyti.ms/4dlJeVd","Jul 30, 2024 · 6:37 PM UTC",829,14
472,https://twitter.com/nytimes/status/1818354636803174669#m,"Breaking News: Led by Simone Biles and Sunisa Lee, the U.S. reclaimed the women’s gymnastics throne with a dominant performance. https://nyti.ms/3WrqMDR","Jul 30, 2024 · 6:35 PM UTC",290,8
473,https://twitter.com/nytimes/status/1818351744696410569#m,"Breaking News: Israel carried out a retaliatory strike in Beirut, saying it targeted a commander whom it blamed for the strike that killed 12 children and teenagers in the Israeli-controlled Golan Heights on Saturday. https://nyti.ms/3zX6Eld","Jul 30, 2024 · 6:23 PM UTC",66,38
474,https://twitter.com/nytimes/status/1818350871299694959#m,"After a fencer from Hong Kong beat an Italian for a gold medal, Pizza Hut’s Hong Kong branch offered free pineapple toppings on its pies, a second jab at Italy. https://nyti.ms/46IeJXz","Jul 30, 2024 · 6:20 PM UTC",445,31
475,https://twitter.com/nytimes/status/1818345895361946035#m,"The Kids Online Safety Act would require social media platforms and other sites to protect children online, but the legislation faces an uphill battle in the House because of concerns about how it could affect free speech on culturally divisive issues. https://nyti.ms/4c5baLS","Jul 30, 2024 · 6:00 PM UTC",47,12
476,https://twitter.com/nytimes/status/1818345857583882439#m,From @TheAthletic: The USA stunned favorites Australia right at the death to win 14-12 in the women's rugby sevens bronze medal match at the Paris Olympics. https://nyti.ms/3YvDJiF,"Jul 30, 2024 · 6:00 PM UTC",336,7
477,https://twitter.com/nytimes/status/1818345120619454805#m,"Simone Biles, on beam, wobbled on her side aerial — that’s a cartwheel with no hands — but otherwise hit a solid routine. The U.S. leads the women’s gymnastics team competition with one rotation remaining.  Follow our Olympics live coverage: https://nyti.ms/4fiUHqt","Jul 30, 2024 · 5:57 PM UTC",201,16
478,https://twitter.com/nytimes/status/1818340819998306483#m,"Ultraprocessed foods are a major part of the U.S. food supply. Understanding why they can be so easy to overeat might be key to making the worst ones less harmful, some researchers say. https://nyti.ms/4flK2ep","Jul 30, 2024 · 5:40 PM UTC",78,17
479,https://twitter.com/nytimes/status/1818339494656917893#m,Sunisa Lee scored a 14.566 for her uneven bars routine. She didn’t perform the extraordinarily difficult new release move she had been training — too risky to do that in a team final. Follow our Olympics live coverage: https://nyti.ms/4fhNPJI,"Jul 30, 2024 · 5:34 PM UTC",130,12
480,https://twitter.com/nytimes/status/1818338356540928331#m,"JD Vance’s memoir, “Hillbilly Elegy,” has sold more than 750,000 copies since he was named Donald Trump’s vice-presidential pick, according to his publisher. https://nyti.ms/4cZqOcY","Jul 30, 2024 · 5:30 PM UTC",63,55
481,https://twitter.com/nytimes/status/1818335772019216514#m,"When France conducted a nuclear weapon test in 1974, a radioactive cloud drifted over Tahiti, with residents vulnerable to the health consequences. Now, with the island set as a surfing venue for the Paris Games, its villagers still feel the effects. https://nyti.ms/3yrgdII","Jul 30, 2024 · 5:20 PM UTC",90,12
482,https://twitter.com/nytimes/status/1818330808815341951#m,"The World Jigsaw Puzzle Championship will hold its fourth tournament this September in Spain, where speed puzzlers from more than 75 countries will race to complete multiple puzzles for a modest cash prize and bragging rights. https://nyti.ms/3WTHRb3","Jul 30, 2024 · 5:00 PM UTC",38,15
483,https://twitter.com/nytimes/status/1818327395906031685#m,"Simone Biles nailed her vault in the women’s gymnastics team final. One of the things that sets Biles apart, in addition to the exceptional difficulty of her skills, is her form in the air. Follow our Olympics live coverage: https://nyti.ms/3WymSsW","Jul 30, 2024 · 4:46 PM UTC",230,24
484,https://twitter.com/nytimes/status/1818326977482256589#m,"From @TheAthletic: American No. 1 Coco Gauff lost to Croatia’s Donna Vekic in the Olympic women’s singles tournament, but the tennis match was overshadowed by a controversial line call decision that led to Gauff breaking down in tears. https://nyti.ms/4foZcj0","Jul 30, 2024 · 4:45 PM UTC",83,33
485,https://twitter.com/nytimes/status/1818325704594862257#m,"Recent discoveries have helped experts understand why exercise can be such a high. You can train your body and mind to find working out more pleasurable, they say, with just a few changes to your workout. https://nyti.ms/3WHUNQS","Jul 30, 2024 · 4:40 PM UTC",63,8
486,https://twitter.com/nytimes/status/1818325322271469909#m,"The U.S. women’s gymnastics team’s leotard today is a homage to the one the 1996 team, the “Magnificent Seven,” wore when it won the country’s first team gold medal at the Olympics in Atlanta. Follow our live coverage of the team final: https://nyti.ms/3ygaaa3","Jul 30, 2024 · 4:38 PM UTC",213,12
487,https://twitter.com/nytimes/status/1818323221281747111#m,"Suni Lee, Simone Biles and Jordan Chiles are scheduled to compete on bars for the U.S. Lee has been practicing a brand new element in her uneven bars routine. If she completes it, it will be named “The Lee.” Here’s our guide. https://nyti.ms/3LJUpLp","Jul 30, 2024 · 4:30 PM UTC",108,6
488,https://twitter.com/nytimes/status/1818320672176648404#m,"In Donald Trump's first TV ad attacking Kamala Harris, his campaign spliced together footage of her dancing and images of migrants crossing the border, targeting an issue that the Trump campaign sees as a vulnerability for Harris. https://nyti.ms/4c5Lwqt","Jul 30, 2024 · 4:20 PM UTC",61,82
489,https://twitter.com/nytimes/status/1818318205800038892#m,"Simone Biles, Jordan Chiles, and Jade Carey will compete on vault for the women’s gymnastics team final. Biles is expected to once again perform her dangerous Yurchenko double pike vault. Here’s our guide. https://nyti.ms/3YjFBLc","Jul 30, 2024 · 4:10 PM UTC",65,12
490,https://twitter.com/nytimes/status/1818315684704628766#m,The women’s gymnastics team final will begin shortly. Simone Biles leads the U.S. in a quest for Olympic gold after dealing with an injury scare. Follow our #Paris2024 live updates. https://nyti.ms/3WJDWxa,"Jul 30, 2024 · 4:00 PM UTC",72,6
491,https://twitter.com/JulietMacur/status/1817967044031299646#m,"It was a surprise when Suni Lee won the all-around gold medal in gymnastics at the Tokyo Games, when she was only 18 and unprepared for the fanfare. Her life has taken challenging, and sometimes very scary, turns ever since. None of them has stopped her. https://www.nytimes.com/2024/07/29/world/olympics/suni-lee-gymnastics-kidney-disease.html?unlocked_article_code=1.-00.xPAF.fUZNpWrm5Yhi&smid=em-share","Jul 29, 2024 · 4:54 PM UTC",135,6
492,https://twitter.com/nytimes/status/1818306822760988928#m,"Before Kari Lake can take on Representative Ruben Gallego for a Senate seat, she must win her Republican primary. These are the races to watch in Arizona’s elections today. https://nyti.ms/4cZkkuL","Jul 30, 2024 · 3:25 PM UTC",51,30
493,https://twitter.com/nytimes/status/1818303040622874684#m,"In @nytopinion  Erin Brockovich writes: “People like to talk about the risks of federal oversight and regulations. But without those basic guardrails in place, large companies get to do whatever they want, and hard-working Americans get sick.” https://nyti.ms/3LKR8LZ","Jul 30, 2024 · 3:10 PM UTC",242,24
494,https://twitter.com/nytimes/status/1818300774188724311#m,"Donald Trump, in an interview on Fox News, brushed aside multiple requests to walk back or clarify his statement that Christians will never have to vote again if they vote for him this November. https://nyti.ms/4fsme8E","Jul 30, 2024 · 3:01 PM UTC",159,74
495,https://twitter.com/nytimes/status/1818299290009120769#m,From @TheAthletic: China beat North Korea to win the gold medal for mixed doubles table tennis. It was the only table tennis discipline that China had not yet won - until now. https://nyti.ms/3YlxNbT,"Jul 30, 2024 · 2:55 PM UTC",102,26
496,https://twitter.com/nytimes/status/1818296290603569484#m,"Brad Lander, New York City’s comptroller and a progressive from Brooklyn, will run against Mayor Eric Adams in next year’s Democratic primary. https://nyti.ms/3WpG9wr","Jul 30, 2024 · 2:43 PM UTC",106,26
497,https://twitter.com/nytimes/status/1818295500501635357#m,"Ukraine’s campaign to replenish its war-weary troops is ramping up and should help fill personnel gaps on the front line in the coming weeks, according to Ukrainian officials, soldiers and military analysts. https://nyti.ms/4d04ksx","Jul 30, 2024 · 2:40 PM UTC",70,20
498,https://twitter.com/nytimes/status/1818289209012056414#m,From @TheAthletic: The Egyptian fencer Nada Hafez revealed that she competed in the Olympics' women’s sabre competition — advancing to the round of 16 — while seven months pregnant. https://nyti.ms/3YqCVvs,"Jul 30, 2024 · 2:15 PM UTC",233,15
499,https://twitter.com/nytimes/status/1818284175293604128#m,Simone Biles will lead the U.S. women's gymnastics team in a quest for gold today in Paris. Here's what to watch. https://nyti.ms/46pXBWi,"Jul 30, 2024 · 1:55 PM UTC",181,10
500,https://twitter.com/nytimes/status/1818281684749484171#m,Breaking News: More than 90 people were killed and dozens injured in southern India as days of rainfall set off multiple landslides. https://nyti.ms/3A4sKlW,"Jul 30, 2024 · 1:45 PM UTC",51,24
501,https://twitter.com/nytimes/status/1818274125724487925#m,"From @TheAthletic: American No. 1 Coco Gauff is out of the Olympic women's tennis singles after a 6-7, 2-6 defeat to Croatia’s Donna Vekic. A high-quality contest was overshadowed by a disputed line call at a crucial juncture in the second set. https://nyti.ms/4d228Rc","Jul 30, 2024 · 1:15 PM UTC",113,61
502,https://twitter.com/nytimes/status/1818270368936665561#m,"China claims most of the South China Sea, a strategic waterway with shipping channels that carry about a third of global ocean trade, and is trying to push out neighbors like the Philippines. Any deadly mistake could risk war. Here's what to know. https://nyti.ms/4c81eBt","Jul 30, 2024 · 1:00 PM UTC",46,27
503,https://twitter.com/nytimes/status/1818261518938521845#m,"From @TheAthletic: Stephen Nedoroscik has a disease that renders his eyes permanently dilated. On Monday, the U.S. pommel horse specialist — who can also solve a Rubik’s Cube in under 10 seconds — removed his glasses and felt his way into Olympic lore. https://nyti.ms/4d3kPUx","Jul 30, 2024 · 12:25 PM UTC",396,15
504,https://twitter.com/nytimes/status/1818259026884387204#m,"A third child has died and five more are in critical condition after a knife attack at a Taylor Swift-themed dance class on Monday in Southport, England. ""These were just little kids,"" Taylor Swift said in a statement. https://nyti.ms/3LKPREB","Jul 30, 2024 · 12:15 PM UTC",108,48
505,https://twitter.com/nytimes/status/1818257756438045161#m,"From @TheAthletic: The French crowd booed Joel Embiid the moment he was announced as a member of Team USA Sunday, and each time he touched the ball after that. Embiid shrugged when asked for his reaction. ""I’m an American, I play for Team USA."" https://nyti.ms/46qrohn","Jul 30, 2024 · 12:10 PM UTC",118,28
